transaction_id,customer_id,transaction_amount,transaction_hour,merchant_category,customer_tenure_days,num_transactions_24h,num_failed_transactions_24h,avg_transaction_amount_30d,is_foreign_transaction,device_type,country,previous_chargebacks,account_age_days,risk_score_external,is_fraud
29789,8014,66.32,16,travel,1808,0,0,81.34,False,mobile,US,0,1855,0.0003,0
29790,2041,38.86,1,entertainment,1058,1,0,49.49,False,desktop,US,0,1243,0.0318,0
29791,9330,45.06,6,travel,2115,2,0,60.66,False,tablet,RU,0,2145,0.0001,0
29792,5676,252.08,8,fashion,988,0,0,183.01,False,mobile,US,0,1275,0.0303,0
29793,6446,223.82,12,entertainment,2774,0,0,189.29,True,pos,US,0,2905,0.0009,0
29794,1667,1.82,1,gambling,2744,3,1,2.5,False,desktop,DE,0,2877,0.0004,0
29795,7989,55.61,9,utilities,28,1,0,32.66,False,desktop,GB,0,44,0.9009,0
29796,6568,35.36,9,grocery,344,0,0,49.55,False,mobile,US,0,545,0.0068,0
29797,1843,7.91,2,restaurant,2981,4,1,11.56,True,mobile,CN,0,3261,0.0004,0
29798,4946,29.44,1,grocery,2641,1,0,44.71,True,desktop,CA,1,2782,0.0001,0
29799,3809,159.39,14,gambling,1895,1,0,122.5,False,tablet,CA,0,1923,0.0063,0
29800,9981,28.05,16,electronics,1658,1,0,24.12,False,mobile,US,1,1816,0.0992,0
29801,9845,111.94,19,fashion,2659,3,0,78.43,True,mobile,US,0,2879,0.0003,0
29802,5884,51.6,20,entertainment,813,0,1,53.69,False,mobile,BR,0,958,0.0425,0
29803,3803,97.7,4,electronics,2939,0,0,95.65,False,desktop,US,0,3250,0.0,0
29804,4718,20.87,13,fashion,3611,0,0,14.98,False,mobile,DE,0,3721,0.0,0
29805,2654,22.84,13,electronics,1362,1,0,29.52,False,mobile,GB,1,1700,0.0065,0
29806,7707,47.66,22,grocery,3089,2,0,59.47,False,mobile,US,0,3382,0.0,0
29807,4964,119.76,19,grocery,858,1,0,108.47,False,mobile,RU,0,1224,0.0487,0
29808,5528,27.56,3,travel,1153,3,0,45.46,False,tablet,FR,0,1265,0.0262,0
29809,461,72.69,8,grocery,2641,2,0,106.5,False,pos,RU,0,3030,0.0,0
29810,841,111.29,13,restaurant,1055,5,0,190.65,False,mobile,FR,0,1448,0.0184,0
29811,2141,81.95,19,electronics,2558,4,1,62.57,False,mobile,US,1,2691,0.0012,0
29812,4321,90.55,15,crypto,2407,0,0,43.33,False,mobile,CA,0,2803,0.0009,0
29813,4317,147.67,0,grocery,3573,1,0,109.93,False,pos,CA,0,3753,0.0,0
29814,8489,94.06,5,entertainment,1929,1,0,79.12,False,pos,CA,0,2314,0.002,0
29815,7770,47.22,17,grocery,3557,0,1,51.73,False,desktop,CA,0,3756,0.0,0
29816,6336,97.8,9,grocery,689,2,1,62.33,False,desktop,US,0,1079,0.2129,0
29817,321,117.36,7,gambling,1171,1,0,129.47,False,pos,FR,0,1562,0.0037,0
29818,5475,48.98,2,grocery,209,2,1,24.48,False,mobile,US,0,209,0.8895,0
29819,9851,83.23,18,restaurant,694,3,0,70.88,False,desktop,GB,0,755,0.0598,0
29820,4921,14.63,5,restaurant,3565,0,0,24.3,False,mobile,US,0,3782,0.0,0
29821,5480,62.41,5,utilities,2100,1,0,40.47,False,desktop,US,0,2276,0.0004,0
29822,482,180.44,17,other,3028,3,0,122.96,False,pos,US,2,3083,0.0001,0
29823,2617,31.28,3,other,3623,0,0,28.65,False,desktop,CA,0,3650,0.0,0
29824,6041,11.08,8,travel,1455,2,0,15.11,False,desktop,CN,0,1717,0.0052,0
29825,8648,12.12,23,entertainment,216,0,0,10.92,False,desktop,IN,0,487,0.2736,0
29826,7588,59.92,9,entertainment,561,2,0,44.95,False,pos,US,0,858,0.012,0
29827,8354,36.3,4,crypto,2233,0,0,46.29,False,desktop,US,2,2428,0.0003,0
29828,7901,18.59,18,restaurant,417,3,0,37.45,False,mobile,US,0,509,0.1986,0
29829,6253,11.18,3,restaurant,1005,1,0,19.9,False,tablet,US,0,1170,0.0156,0
29830,5266,62.4,2,other,3241,2,0,23.18,False,mobile,US,0,3595,0.0,0
29831,3516,58.11,1,travel,3550,1,0,38.53,False,mobile,BR,0,3904,0.0,0
29832,8068,20.38,6,utilities,1994,1,0,15.87,False,desktop,US,0,2349,0.0012,0
29833,4288,32.53,3,utilities,2944,2,1,36.46,False,desktop,US,0,2981,0.0,0
29834,5356,16.88,10,electronics,2986,2,0,29.39,True,mobile,RU,0,3371,0.0,0
29835,9990,61.26,14,grocery,2174,3,0,75.81,False,mobile,US,1,2316,0.001,0
29836,2826,26.57,22,fashion,3074,1,2,24.46,False,tablet,BR,0,3247,0.0,0
29837,4197,123.11,8,entertainment,2021,1,1,70.28,False,mobile,US,0,2052,0.0029,0
29838,802,13.88,23,entertainment,1103,1,0,25.36,False,desktop,US,1,1375,0.0324,0
29839,3316,10.45,18,fashion,3091,1,1,10.56,False,tablet,US,0,3474,0.0,0
29840,8960,14.46,17,gambling,3541,3,0,10.88,False,mobile,US,0,3828,0.0,0
29841,2692,18.21,8,restaurant,2217,1,0,36.97,False,desktop,CA,0,2472,0.0004,0
29842,8353,108.06,11,electronics,1262,0,0,163.62,False,mobile,CA,0,1307,0.041,0
29843,5319,23.56,5,grocery,2784,2,0,41.25,False,mobile,US,0,2958,0.0001,0
29844,5380,52.43,6,fashion,1866,1,0,43.37,False,mobile,NG,0,2013,0.0002,0
29845,9828,232.26,9,electronics,3436,1,1,249.35,False,mobile,US,1,3537,0.0,0
29846,4618,68.14,11,crypto,2184,3,1,59.01,False,tablet,DE,0,2234,0.0004,0
29847,2990,56.67,20,grocery,1563,1,0,56.09,False,mobile,US,0,1902,0.0007,0
29848,6437,85.68,9,restaurant,2986,0,0,93.9,False,pos,US,2,3035,0.0,0
29849,4949,32.56,10,grocery,967,1,0,40.36,False,mobile,BR,0,1117,0.0194,0
29850,4700,228.37,8,utilities,87,1,0,81.27,False,pos,US,0,139,0.2581,0
29851,8929,69.49,22,travel,2432,0,0,61.86,False,mobile,DE,0,2585,0.0007,0
29852,7349,285.91,18,grocery,3375,2,1,289.43,False,tablet,US,0,3522,0.0,0
29853,4125,16.3,10,grocery,2879,2,0,12.13,False,mobile,GB,0,2906,0.0004,0
29854,1815,34.76,18,grocery,3226,3,0,24.67,False,mobile,US,0,3280,0.0,0
29855,720,29.47,20,entertainment,2189,2,0,29.73,False,desktop,CA,0,2516,0.0002,0
29856,2466,76.21,22,travel,714,2,2,90.2,False,desktop,FR,1,1041,0.0615,0
29857,9766,70.16,15,fashion,2200,1,0,63.0,False,mobile,IN,0,2458,0.0001,0
29858,1148,56.67,17,utilities,2806,1,0,38.92,False,mobile,US,0,3151,0.0002,0
29859,9977,105.81,22,entertainment,739,1,1,130.59,False,mobile,DE,0,995,0.2181,0
29860,6337,17.2,21,utilities,1974,3,1,14.91,False,mobile,US,0,2333,0.0045,0
29861,4852,75.65,10,entertainment,2649,0,0,40.01,False,desktop,DE,1,2723,0.0004,0
29862,8480,45.66,6,fashion,2392,1,0,43.08,False,mobile,US,0,2776,0.0003,0
29863,2973,178.32,4,entertainment,2183,3,0,124.64,False,desktop,BR,0,2546,0.0003,0
29864,560,88.32,2,travel,3107,3,0,73.68,False,tablet,BR,0,3399,0.0,0
29865,1776,116.39,1,restaurant,479,1,0,113.59,False,desktop,US,0,542,0.2118,0
29866,7983,39.08,19,electronics,1981,1,0,41.92,False,pos,IN,0,2346,0.0003,0
29867,5771,24.53,7,restaurant,1209,3,0,20.86,False,desktop,CN,1,1471,0.0338,0
29868,4638,40.38,11,restaurant,1812,3,0,20.75,False,desktop,CA,0,1995,0.0137,0
29869,7555,11.72,18,restaurant,2257,3,1,12.47,False,desktop,US,0,2318,0.0048,0
29870,4755,44.94,10,electronics,774,1,0,24.27,False,pos,IN,0,1157,0.132,0
29871,4671,52.26,20,utilities,350,2,0,45.36,False,desktop,US,0,722,0.0589,0
29872,9175,32.21,4,travel,1553,2,0,28.27,False,desktop,IN,0,1632,0.0083,0
29873,5684,95.89,1,crypto,1581,2,0,74.81,False,mobile,FR,1,1688,0.1101,0
29874,6489,76.55,10,entertainment,482,2,0,44.53,False,mobile,US,0,493,0.4584,0
29875,6350,37.45,22,grocery,2475,3,1,48.65,False,pos,US,0,2505,0.0009,0
29876,2754,30.2,14,grocery,2379,2,0,41.09,False,pos,US,0,2497,0.0001,0
29877,9985,108.56,12,entertainment,976,4,1,137.66,False,mobile,GB,0,1226,0.2117,0
29878,417,57.65,8,grocery,3538,0,0,42.7,False,desktop,US,0,3600,0.0,0
29879,3130,84.19,1,entertainment,2889,0,0,52.82,False,desktop,US,0,3064,0.0,0
29880,3378,12.81,10,entertainment,2127,0,1,10.16,False,mobile,DE,1,2350,0.0132,0
29881,9788,55.17,20,electronics,981,0,1,59.55,False,desktop,IN,1,1340,0.0475,0
29882,5984,166.2,17,grocery,3000,2,0,182.8,True,desktop,NG,0,3377,0.0001,0
29883,3686,25.83,21,entertainment,564,0,0,31.39,False,mobile,US,0,853,0.0258,0
29884,3148,27.83,23,restaurant,3054,1,0,27.3,False,desktop,US,0,3296,0.0,0
29885,873,105.63,16,restaurant,416,2,1,12.85,False,tablet,BR,0,618,0.3399,1
29886,330,17.87,20,restaurant,2026,0,0,28.79,False,mobile,NG,0,2285,0.0002,0
29887,1564,325.38,13,restaurant,3354,2,0,159.45,False,desktop,US,0,3751,0.0,0
29888,4546,21.05,21,grocery,2755,1,0,40.32,False,pos,CA,0,2763,0.0002,0
29889,2883,69.57,14,grocery,2055,0,0,80.52,False,mobile,US,0,2334,0.0002,0
29890,9850,8.74,18,restaurant,1732,1,0,10.46,False,tablet,DE,0,1770,0.0024,0
29891,2779,58.38,0,grocery,1419,0,0,38.68,False,mobile,US,0,1576,0.0011,0
29892,8333,115.68,21,electronics,2603,1,0,122.26,False,mobile,US,1,2977,0.0008,0
29893,8523,46.74,4,fashion,2661,0,1,62.3,False,mobile,IN,0,2835,0.0,0
29894,2142,16.86,15,entertainment,3195,3,0,37.56,False,desktop,GB,1,3562,0.0,0
29895,2242,68.28,20,travel,2422,0,0,53.81,False,desktop,US,0,2444,0.0002,0
29896,7088,38.7,5,grocery,823,3,1,20.5,False,pos,US,0,1212,0.8528,0
29897,9635,162.8,2,utilities,2634,3,0,184.99,False,desktop,FR,0,2946,0.0003,0
29898,5255,34.53,2,entertainment,1261,1,0,29.05,False,mobile,US,0,1475,0.0618,0
29899,3701,81.47,8,grocery,559,0,0,76.42,False,pos,NG,0,697,0.2444,0
29900,313,15.55,17,electronics,434,0,0,11.22,False,desktop,CA,0,602,0.1839,1
29901,7883,92.85,8,fashion,3385,3,1,106.9,False,tablet,US,1,3440,0.0,0
29902,2543,27.44,22,utilities,3492,1,0,22.28,False,pos,US,0,3519,0.0,0
29903,1986,88.47,1,crypto,2897,1,0,106.48,False,tablet,US,0,3282,0.0,0
29904,2128,17.13,2,grocery,2283,0,0,23.83,False,mobile,GB,1,2443,0.0001,0
29905,6717,26.93,22,grocery,2060,2,0,32.02,False,desktop,US,0,2225,0.0024,0
29906,4071,48.19,21,grocery,355,1,1,42.63,False,desktop,DE,0,555,0.1005,0
29907,8067,22.75,17,grocery,771,2,0,36.49,False,tablet,US,0,808,0.1267,0
29908,905,97.01,23,restaurant,1676,1,0,109.77,False,pos,US,0,1881,0.001,0
29909,6854,26.03,0,electronics,316,5,1,28.08,False,desktop,CA,0,632,0.6085,0
29910,8686,41.37,11,fashion,2076,1,0,54.01,False,mobile,US,0,2410,0.0005,0
29911,8518,12.5,22,fashion,3491,0,1,15.16,False,desktop,CN,0,3647,0.0,0
29912,1684,13.36,10,restaurant,2906,0,0,9.9,True,tablet,US,0,3039,0.0001,0
29913,5970,135.64,11,restaurant,243,2,0,66.88,False,mobile,CA,0,550,0.2792,0
29914,9558,43.08,2,electronics,1007,2,1,52.14,True,mobile,US,0,1284,0.679,0
29915,7969,81.77,4,grocery,33,2,0,53.97,False,pos,US,1,232,0.9255,1
29916,8616,34.41,8,fashion,1257,2,0,30.26,False,mobile,US,0,1628,0.0015,0
29917,9294,11.39,12,restaurant,3353,5,0,22.28,False,mobile,US,0,3524,0.0001,0
29918,1115,11.1,18,entertainment,710,1,0,11.53,False,mobile,GB,1,933,0.0059,0
29919,1833,506.87,11,fashion,2149,0,0,87.33,False,desktop,CA,0,2407,0.0315,0
29920,7940,76.23,7,electronics,524,1,2,73.2,False,desktop,FR,0,737,0.7015,0
29921,7922,59.89,5,grocery,1152,0,0,39.92,False,mobile,IN,1,1249,0.0067,0
29922,1004,182.88,8,electronics,3236,2,0,30.33,True,mobile,BR,0,3438,0.0,0
29923,8582,449.95,19,other,308,2,0,143.65,False,mobile,FR,0,470,0.8315,0
29924,3045,16.53,14,grocery,691,0,0,13.53,False,desktop,CN,1,833,0.1832,0
29925,9254,20.32,11,fashion,3101,3,0,18.76,False,mobile,US,0,3190,0.0001,0
29926,607,11.74,20,grocery,1180,2,0,15.81,False,mobile,US,0,1391,0.0592,0
29927,6050,65.2,19,entertainment,1147,0,0,34.55,False,mobile,FR,0,1244,0.0141,0
29928,9844,11.31,10,electronics,588,3,0,15.44,False,mobile,US,0,801,0.1361,0
29929,5858,26.45,5,travel,1333,0,0,18.11,False,desktop,US,1,1334,0.0035,0
29930,1139,13.12,18,grocery,2715,6,0,16.11,False,mobile,US,0,2942,0.0,0
29931,888,10.85,6,restaurant,705,1,1,4.99,False,mobile,BR,0,1000,0.3834,0
29932,5692,24.55,9,electronics,2146,3,0,30.57,False,mobile,US,0,2256,0.0001,0
29933,7240,8.55,9,grocery,3520,2,0,14.36,True,mobile,CN,0,3810,0.0,0
29934,7983,60.09,2,restaurant,1981,2,0,51.65,False,mobile,IN,0,2346,0.0001,0
29935,5790,154.92,1,fashion,3602,1,0,96.86,False,mobile,FR,1,3755,0.0,0
29936,2999,35.41,21,other,1588,0,0,32.49,True,pos,US,0,1681,0.0076,0
29937,1001,36.04,13,entertainment,2951,2,0,55.44,False,mobile,FR,0,3290,0.0001,0
29938,6569,41.02,22,utilities,585,0,0,36.32,True,desktop,US,0,816,0.423,0
29939,5516,201.55,9,electronics,2550,1,0,165.55,False,mobile,US,0,2561,0.0003,0
29940,2574,85.61,7,utilities,1429,2,0,117.91,False,mobile,US,0,1630,0.0037,0
29941,9508,8.61,2,travel,1762,1,0,20.48,True,mobile,US,0,1770,0.0012,0
29942,5634,97.05,10,restaurant,1032,0,1,132.33,False,tablet,NG,0,1253,0.031,0
29943,7794,81.59,12,grocery,1136,1,1,55.56,False,mobile,US,0,1231,0.0228,0
29944,6054,57.18,14,entertainment,975,0,0,73.63,False,tablet,DE,1,1129,0.0744,0
29945,1542,22.2,2,electronics,882,2,0,18.39,False,tablet,US,0,1202,0.2033,0
29946,9319,11.61,0,restaurant,1646,0,0,12.37,False,desktop,CA,0,1862,0.0026,0
29947,5723,28.13,22,gambling,2497,3,0,21.91,False,desktop,BR,0,2845,0.0,0
29948,6481,37.33,11,utilities,2401,5,1,36.23,False,mobile,BR,0,2756,0.007,0
29949,5100,205.44,8,grocery,1073,2,0,133.25,False,mobile,US,1,1075,0.0981,0
29950,7683,162.64,13,utilities,3147,2,0,42.84,False,pos,US,0,3305,0.0,0
29951,9448,23.75,17,utilities,2236,4,0,23.69,True,desktop,BR,0,2384,0.0005,0
29952,3256,19.27,15,utilities,690,2,0,10.03,False,mobile,US,0,923,0.2049,0
29953,8505,40.14,2,grocery,559,0,0,39.33,False,desktop,GB,0,792,0.438,0
29954,1167,17.54,21,grocery,81,5,0,22.87,False,mobile,US,0,462,0.5911,0
29955,4213,76.77,5,restaurant,1518,0,0,77.04,False,mobile,US,0,1899,0.005,0
29956,8970,12.2,15,electronics,3156,0,0,19.38,False,tablet,US,0,3455,0.0001,0
29957,5800,42.18,4,utilities,1534,2,0,48.13,False,desktop,IN,0,1656,0.0275,0
29958,394,65.73,20,restaurant,2188,0,0,93.1,False,mobile,CA,0,2365,0.0001,0
29959,3604,178.02,20,travel,2276,3,0,68.51,False,desktop,US,0,2541,0.0009,0
29960,7161,48.36,23,grocery,166,1,0,88.17,False,desktop,FR,0,347,0.6388,0
29961,3200,91.21,2,travel,967,1,0,100.71,False,desktop,US,0,1124,0.0224,0
29962,2396,19.12,14,restaurant,2395,2,0,17.91,False,mobile,US,1,2454,0.0001,0
29963,7999,30.71,2,grocery,482,0,1,25.15,False,mobile,BR,0,798,0.396,0
29964,2453,20.67,7,grocery,347,1,1,22.28,False,desktop,GB,1,688,0.111,0
29965,2035,29.04,5,travel,3600,0,0,26.39,False,desktop,US,1,3778,0.0,0
29966,6911,185.09,12,utilities,2316,2,0,53.29,False,mobile,US,0,2516,0.0015,0
29967,6901,65.68,10,travel,136,1,0,52.45,False,pos,US,0,530,0.1527,0
29968,17,66.68,20,gambling,1874,2,0,78.16,False,mobile,GB,0,2210,0.0034,0
29969,5586,417.51,4,grocery,2701,0,0,143.54,False,mobile,CA,0,2771,0.0,0
29970,624,22.63,6,grocery,1522,1,1,23.97,False,mobile,CA,0,1622,0.0196,0
29971,9112,40.2,21,electronics,2724,4,1,55.63,False,mobile,US,1,2732,0.0007,0
29972,7359,29.61,2,electronics,3203,2,2,34.45,False,tablet,CA,0,3470,0.0003,0
29973,7315,834.65,14,electronics,3245,2,0,39.62,False,desktop,US,0,3508,0.0006,0
29974,7378,56.59,3,travel,2246,1,0,41.65,False,desktop,FR,0,2258,0.0008,0
29975,1848,49.14,23,crypto,1980,3,1,49.85,False,pos,US,0,2100,0.0024,0
29976,1050,30.11,2,restaurant,437,1,1,28.77,False,mobile,US,0,549,0.5085,0
29977,4428,195.5,22,fashion,1761,1,0,93.18,False,mobile,US,0,2001,0.0122,0
29978,6965,23.51,19,restaurant,297,2,0,10.31,False,mobile,CA,0,526,0.1946,0
29979,9931,67.59,5,grocery,1252,1,0,109.42,False,tablet,RU,0,1478,0.0178,0
29980,2784,161.46,5,utilities,3057,0,0,238.4,False,desktop,US,0,3307,0.0,0
29981,9097,170.53,6,fashion,461,0,0,168.59,False,mobile,US,0,635,0.5625,0
29982,761,20.55,8,restaurant,643,0,0,20.64,False,mobile,US,0,723,0.1158,0
29983,2955,30.18,12,gambling,1011,1,0,33.44,True,mobile,US,0,1115,0.0942,0
29984,4061,77.15,23,grocery,529,1,0,88.12,False,tablet,US,0,853,0.1104,0
29985,3475,75.31,5,entertainment,1088,2,0,102.3,False,pos,US,0,1454,0.0108,0
29986,8323,16.84,8,entertainment,2330,2,0,17.26,False,desktop,BR,0,2678,0.0002,0
29987,4306,109.5,3,electronics,2812,4,0,194.89,False,desktop,US,0,3211,0.0003,0
29988,7657,7.19,2,restaurant,2932,0,0,6.52,False,mobile,CA,0,3133,0.0006,0
29989,8840,19.78,18,other,1864,2,0,14.43,False,mobile,US,0,2254,0.0033,0
29990,4995,6.43,9,electronics,2345,3,1,8.63,False,tablet,FR,0,2634,0.0002,0
29991,3787,40.28,8,fashion,646,0,0,36.73,False,mobile,CA,0,949,0.0313,0
29992,27,42.42,21,fashion,1469,1,0,27.45,False,mobile,IN,0,1856,0.0008,0
29993,7255,71.78,6,electronics,757,0,0,108.29,False,mobile,GB,0,1005,0.0129,0
29994,9636,63.84,15,electronics,1828,1,1,56.73,False,mobile,BR,0,1830,0.0241,0
29995,2367,161.66,23,grocery,1231,3,0,125.94,False,desktop,IN,0,1477,0.0032,0
29996,9377,28.11,8,travel,1538,1,0,40.32,False,mobile,US,0,1736,0.0049,0
29997,9810,44.77,22,grocery,2593,1,0,19.83,False,desktop,US,0,2832,0.0001,0
29998,6622,14.3,7,electronics,3407,1,0,16.08,False,pos,US,1,3764,0.0,0
29999,6360,836.32,8,grocery,1852,3,1,177.2,False,desktop,IN,0,2008,0.0982,0
30000,8396,37.58,0,electronics,3229,1,0,26.12,False,tablet,BR,1,3327,0.0,0
30001,9745,19.29,9,fashion,1903,0,0,27.62,False,pos,US,0,2046,0.0011,0
30002,6229,60.26,8,restaurant,18,1,0,41.21,False,mobile,US,0,389,0.6118,0
30003,229,195.12,20,entertainment,1997,2,0,157.41,False,mobile,US,0,2030,0.0022,0
30004,7578,347.2,13,grocery,1274,1,0,170.32,False,mobile,US,0,1405,0.0249,0
30005,2938,92.81,6,restaurant,2635,3,0,66.79,False,tablet,US,0,3016,0.0002,0
30006,5018,204.72,23,restaurant,1944,2,0,153.01,False,pos,NG,1,2192,0.0011,0
30007,6229,40.49,5,travel,18,4,0,39.08,False,mobile,US,0,389,0.216,0
30008,3631,55.08,11,restaurant,1694,2,0,67.97,False,pos,US,0,1853,0.0008,0
30009,1177,6.85,5,restaurant,1156,3,1,10.2,False,desktop,US,0,1385,0.0469,0
30010,5379,125.56,3,crypto,1774,1,0,95.81,False,mobile,US,0,1936,0.0172,0
30011,4722,58.46,15,restaurant,3033,1,0,68.06,False,desktop,US,0,3224,0.0,0
30012,9775,29.23,10,fashion,395,3,0,27.73,False,mobile,US,0,621,0.1723,0
30013,775,53.85,11,grocery,3090,2,0,28.89,False,mobile,US,0,3169,0.0002,0
30014,8688,6.68,14,restaurant,856,2,0,8.77,False,desktop,DE,0,936,0.1514,0
30015,4878,286.98,22,travel,1596,0,0,53.2,False,desktop,US,1,1685,0.0789,0
30016,2100,81.31,22,entertainment,901,4,0,96.21,False,mobile,CA,0,1101,0.0073,0
30017,2918,28.89,15,entertainment,3452,0,0,31.5,False,mobile,BR,0,3656,0.0,0
30018,90,59.87,11,restaurant,3038,1,0,45.35,False,mobile,US,0,3136,0.0,0
30019,5372,43.67,20,grocery,2698,0,0,29.58,False,mobile,US,0,3031,0.0,0
30020,9247,14.47,19,restaurant,3364,3,0,14.45,False,mobile,US,0,3719,0.0,0
30021,7491,149.42,10,fashion,408,2,1,22.69,False,mobile,DE,0,700,0.6709,0
30022,2910,49.66,6,other,1270,5,0,56.5,False,tablet,US,0,1536,0.0117,0
30023,3475,37.3,13,electronics,1088,3,0,67.49,False,mobile,US,0,1454,0.0137,0
30024,2920,84.35,20,entertainment,1381,0,0,63.84,False,mobile,GB,0,1666,0.0011,0
30025,1254,22.49,17,grocery,2897,2,0,28.43,False,pos,US,1,3190,0.0,0
30026,1581,26.52,12,grocery,1083,1,1,16.8,False,mobile,US,0,1386,0.0094,0
30027,7130,263.37,2,restaurant,3553,2,0,147.15,False,mobile,US,0,3719,0.0001,0
30028,5794,52.32,16,grocery,3557,1,1,79.77,False,mobile,US,0,3790,0.0,0
30029,2881,35.81,11,restaurant,149,2,0,38.64,False,mobile,US,0,448,0.2509,1
30030,2624,168.0,14,restaurant,3373,2,0,132.19,False,pos,CA,0,3711,0.0,0
30031,7213,269.44,11,crypto,1828,2,0,284.43,False,tablet,US,0,2214,0.0125,0
30032,945,48.49,15,electronics,473,0,0,29.74,False,desktop,IN,0,714,0.2396,1
30033,2153,42.36,13,electronics,3127,1,1,66.12,False,pos,BR,0,3409,0.0,0
30034,3465,342.67,18,other,1314,1,0,318.29,False,mobile,GB,0,1618,0.0121,0
30035,8748,16.89,21,fashion,605,2,0,14.82,False,mobile,US,0,992,0.0094,0
30036,8163,98.88,21,fashion,1222,0,0,92.82,False,mobile,RU,0,1452,0.0624,0
30037,818,9.78,20,electronics,389,2,0,15.59,False,mobile,DE,0,479,0.4932,0
30038,5520,16.2,8,restaurant,1917,1,0,22.78,False,mobile,DE,0,2143,0.0019,0
30039,8355,26.2,10,fashion,2033,3,0,27.56,False,mobile,US,0,2051,0.0013,0
30040,5407,33.3,8,electronics,2667,2,0,28.15,False,desktop,US,0,3036,0.0002,0
30041,4572,464.2,18,electronics,342,2,0,128.7,False,tablet,US,0,707,0.8507,0
30042,8926,60.93,14,electronics,1195,1,0,33.68,False,mobile,US,0,1304,0.1299,0
30043,7313,7010.65,1,electronics,1833,1,0,453.58,False,desktop,US,0,1893,0.0148,0
30044,5018,134.1,15,restaurant,1944,2,0,143.19,False,mobile,NG,1,2192,0.0016,0
30045,1757,178.41,22,utilities,1271,4,1,22.03,False,mobile,CN,1,1279,0.5058,0
30046,1785,82.19,12,fashion,2655,0,0,92.37,False,mobile,GB,0,2783,0.0,0
30047,2353,40.35,12,utilities,2608,0,1,49.24,False,tablet,US,0,2818,0.0001,0
30048,5833,353.51,15,travel,3002,2,0,252.93,False,desktop,IN,0,3289,0.0005,0
30049,5429,51.62,0,electronics,109,1,0,32.2,False,mobile,US,0,193,0.5612,1
30050,6325,114.21,15,travel,3445,1,0,69.39,False,mobile,US,0,3523,0.0,0
30051,1969,19.19,13,grocery,3064,3,0,24.34,False,mobile,US,0,3313,0.0,0
30052,5122,266.45,5,utilities,2255,3,0,82.86,True,mobile,US,1,2620,0.0035,0
30053,6086,81.91,20,fashion,2792,0,0,70.97,False,mobile,US,0,3128,0.0001,0
30054,8574,23.65,14,utilities,3321,2,0,18.72,False,mobile,GB,0,3670,0.0,0
30055,2757,102.51,21,grocery,3228,2,0,111.82,False,mobile,US,0,3328,0.0,0
30056,2780,12.55,10,restaurant,165,4,2,24.0,False,desktop,FR,0,245,0.077,0
30057,9930,93.93,15,electronics,861,2,0,67.82,False,pos,CN,0,867,0.2321,0
30058,611,190.2,13,utilities,3043,1,0,167.41,False,tablet,US,0,3186,0.0,0
30059,4826,107.2,13,fashion,1522,3,0,125.76,False,desktop,FR,0,1560,0.0305,0
30060,9295,14.96,21,entertainment,702,2,0,10.18,False,pos,US,0,713,0.0939,0
30061,5454,60.12,19,travel,2865,0,0,100.61,False,mobile,US,0,2912,0.0,0
30062,5769,110.18,1,entertainment,1714,1,0,83.4,False,pos,US,0,1748,0.0011,0
30063,2683,34.36,20,entertainment,1423,2,0,32.0,False,mobile,US,0,1821,0.0016,0
30064,7314,26.18,9,grocery,579,0,1,19.63,False,mobile,IN,0,653,0.2577,0
30065,9633,75.69,9,electronics,809,2,0,60.07,False,mobile,US,0,888,0.106,0
30066,4607,86.13,11,electronics,877,1,1,65.25,False,desktop,US,0,1247,0.0331,0
30067,8655,128.89,8,utilities,66,5,0,97.57,False,mobile,NG,0,449,0.6914,0
30068,351,25.14,8,electronics,1947,3,0,21.48,False,mobile,US,0,2303,0.0008,0
30069,8410,69.27,23,electronics,2724,0,0,58.32,False,mobile,CA,0,2735,0.0001,0
30070,9592,62.65,13,travel,663,0,1,78.74,False,mobile,RU,0,906,0.034,0
30071,8498,135.4,16,other,715,1,0,33.73,False,mobile,GB,0,964,0.1755,0
30072,868,76.17,7,utilities,3059,1,0,77.29,False,desktop,US,0,3229,0.0,0
30073,6355,59.04,11,entertainment,2695,2,0,55.52,False,tablet,DE,0,2790,0.0002,0
30074,738,27.85,20,entertainment,1218,1,0,27.18,False,desktop,US,0,1549,0.0641,0
30075,672,22.22,3,utilities,2243,2,0,14.91,False,mobile,FR,0,2553,0.0008,0
30076,765,18.56,8,travel,1317,0,0,13.09,False,mobile,GB,0,1677,0.0125,0
30077,1426,245.43,14,electronics,2974,2,1,244.14,True,mobile,CA,0,3367,0.0,0
30078,5309,76.61,11,fashion,246,1,1,89.04,False,desktop,GB,0,436,0.4192,1
30079,7442,24.69,19,restaurant,2330,3,0,27.25,False,mobile,US,0,2651,0.0002,0
30080,1625,80.94,5,utilities,2020,2,0,57.68,False,tablet,BR,0,2277,0.0077,0
30081,69,5.92,2,fashion,279,0,1,7.22,False,mobile,US,0,402,0.1146,0
30082,4218,48.1,6,utilities,1247,1,0,52.51,False,desktop,GB,0,1381,0.0437,0
30083,4207,782.03,1,electronics,3309,2,0,387.14,False,mobile,DE,0,3649,0.0,0
30084,4320,7.83,21,fashion,155,0,0,10.7,False,mobile,US,0,221,0.6024,0
30085,5535,14.69,6,utilities,324,2,0,20.47,False,pos,FR,0,373,0.0367,0
