transaction_id,customer_id,transaction_amount,transaction_hour,customer_tenure_days,num_transactions_24h,num_failed_transactions_24h,avg_transaction_amount_30d,previous_chargebacks,account_age_days,risk_score_external,amount_to_customer_avg_ratio,failed_transaction_rate_24h,high_velocity_flag,has_previous_chargeback,merchant_category,device_type,country,is_foreign_transaction,is_fraud
30759,6191,33.14,13,3292,3,0,35.24,0,3296,0.0,0.9404086265607264,0.0,0,0,electronics,mobile,US,False,0
30760,6796,67.03,8,403,1,0,81.17,1,705,0.1035,0.8257977085129974,0.0,0,1,grocery,desktop,US,True,0
30761,1227,16.7,16,392,0,0,14.43,0,761,0.2014,1.1573111573111572,0.0,0,0,other,desktop,US,False,0
30762,5983,32.65,17,3388,3,0,36.8,1,3714,0.0,0.8872282608695653,0.0,0,1,grocery,mobile,DE,False,0
30763,8436,64.35,0,260,1,0,65.96,0,657,0.2178,0.975591267434809,0.0,0,0,entertainment,desktop,CA,False,0
30764,5371,60.88,19,2861,0,2,102.18,0,3138,0.0001,0.5958113133685653,0.0,0,0,travel,desktop,NG,False,0
30765,7947,45.49,1,2617,2,1,58.61,0,2955,0.0005,0.7761474151168742,0.5,0,0,travel,mobile,US,False,0
30766,4866,61.37,12,2140,0,0,55.3,0,2426,0.0008,1.1097649186256782,0.0,0,0,grocery,mobile,US,False,0
30767,2303,19.66,21,2081,0,0,12.64,0,2196,0.0077,1.555379746835443,0.0,0,0,fashion,mobile,NG,False,0
30768,1536,47.63,0,115,2,0,43.05,0,361,0.9454,1.1063879210220675,0.0,0,0,travel,pos,US,False,1
30769,2283,46.55,23,1182,2,0,47.97,0,1483,0.0532,0.9703981655201167,0.0,0,0,utilities,desktop,CN,False,0
30770,6413,52.86,23,313,2,0,62.15,0,599,0.3278,0.8505229283990347,0.0,0,0,electronics,desktop,CN,True,1
30771,2918,104.06,22,3452,1,3,32.32,0,3656,0.0,3.2196782178217824,3.0,0,0,entertainment,mobile,BR,False,0
30772,5426,45.8,1,912,3,0,27.06,0,1082,0.2585,1.6925351071692536,0.0,0,0,grocery,mobile,US,False,0
30773,8018,41.59,13,590,1,0,53.37,0,868,0.012,0.7792767472362752,0.0,0,0,grocery,pos,US,False,0
30774,978,28.19,12,2090,2,0,34.03,0,2254,0.0008,0.8283867176021158,0.0,0,0,travel,desktop,US,False,0
30775,1163,7.5,2,3096,1,1,8.57,0,3313,0.0001,0.8751458576429405,1.0,0,0,restaurant,tablet,US,False,0
30776,7338,3.56,13,1387,2,0,4.09,0,1625,0.0035,0.8704156479217604,0.0,0,0,fashion,pos,GB,False,0
30777,306,14.89,4,512,2,0,13.39,0,701,0.1684,1.1120238984316655,0.0,0,0,travel,mobile,CA,False,0
30778,2067,26.42,14,2647,2,1,36.0,0,2757,0.0005,0.7338888888888889,0.5,0,0,restaurant,mobile,US,False,0
30779,4276,55.1,10,2825,2,0,35.04,0,2918,0.0001,1.572488584474886,0.0,0,0,entertainment,desktop,DE,False,0
30780,9680,8.38,1,570,1,1,10.09,1,956,0.0331,0.8305252725470764,1.0,0,1,restaurant,tablet,US,False,0
30781,5176,49.99,13,606,4,0,48.0,0,1005,0.228,1.0414583333333334,0.0,0,0,electronics,desktop,IN,False,0
30782,1421,85.05,0,3468,1,0,159.66,0,3685,0.0,0.532694475760992,0.0,0,0,fashion,mobile,DE,False,0
30783,5803,24.67,13,1597,3,0,21.31,0,1878,0.0875,1.1576724542468326,0.0,0,0,gambling,mobile,US,False,0
30784,3705,21.07,2,3448,0,0,19.9,0,3678,0.0,1.0587939698492463,0.0,0,0,fashion,mobile,US,False,0
30785,595,85.94,10,1171,1,0,11.14,0,1428,0.0979,7.714542190305206,0.0,0,0,fashion,desktop,FR,False,0
30786,4972,103.35,6,1400,0,0,75.81,0,1716,0.0124,1.3632766125840916,0.0,0,0,grocery,desktop,DE,False,0
30787,6349,48.67,16,1745,0,0,40.05,0,1822,0.0014,1.2152309612983772,0.0,0,0,restaurant,mobile,RU,False,0
30788,9619,71.85,11,1482,2,1,112.69,0,1612,0.0036,0.6375898482562783,0.5,0,0,gambling,pos,US,False,0
30789,7226,15.07,3,2245,0,0,17.13,1,2502,0.003,0.8797431406888501,0.0,0,1,utilities,desktop,US,False,0
30790,7779,69.15,6,1539,2,1,84.74,0,1752,0.0504,0.816025489733302,0.5,0,0,electronics,desktop,CA,True,0
30791,9131,25.54,12,2057,1,0,30.51,0,2454,0.0009,0.8371025893149786,0.0,0,0,fashion,desktop,US,False,0
30792,3188,209.16,6,1471,1,1,293.92,0,1792,0.0027,0.7116222101252041,1.0,0,0,utilities,mobile,US,False,0
30793,5623,20.58,14,734,2,0,28.0,1,1078,0.1746,0.735,0.0,0,1,electronics,desktop,US,False,0
30794,9720,19.65,5,1018,1,0,19.84,0,1218,0.1219,0.9904233870967741,0.0,0,0,electronics,pos,US,False,0
30795,5489,36.97,23,3143,1,0,40.66,1,3231,0.0,0.9092474176094442,0.0,0,1,grocery,tablet,US,False,0
30796,1297,43.54,18,960,2,0,54.5,0,1356,0.0007,0.7988990825688074,0.0,0,0,restaurant,desktop,DE,False,0
30797,9598,98.34,14,3076,2,0,127.7,0,3099,0.0,0.7700861393891935,0.0,0,0,grocery,mobile,US,False,0
30798,3464,13.74,13,186,4,0,16.71,1,403,0.1518,0.822262118491921,0.0,0,1,entertainment,tablet,US,False,0
30799,2511,19.19,13,727,3,0,25.45,0,959,0.2115,0.7540275049115914,0.0,0,0,grocery,tablet,FR,True,0
30800,6305,20.53,19,1098,4,1,34.4,0,1372,0.0212,0.5968023255813955,0.25,0,0,electronics,mobile,NG,False,0
30801,3460,90.41,21,1447,2,1,52.55,0,1678,0.0012,1.7204567078972408,0.5,0,0,other,desktop,US,False,0
30802,4065,22.38,17,2762,1,0,17.69,0,2868,0.0001,1.2651215375918596,0.0,0,0,grocery,desktop,US,False,0
30803,2142,22.29,1,3195,2,0,31.15,1,3562,0.0,0.715569823434992,0.0,0,1,grocery,desktop,GB,False,0
30804,386,76.98,23,449,3,0,108.93,0,497,0.8414,0.7066923712475902,0.0,0,0,gambling,mobile,US,False,0
30805,722,251.03,20,3400,0,0,174.21,0,3657,0.0,1.4409620572871822,0.0,0,0,grocery,desktop,US,False,0
30806,2769,60.12,1,1747,2,1,56.59,0,1991,0.0173,1.062378512104612,0.5,0,0,utilities,mobile,CA,False,0
30807,4185,204.53,15,204,0,0,101.37,1,418,0.8986,2.017658084245832,0.0,0,1,electronics,mobile,IN,False,1
30808,8251,17.8,16,2232,2,0,21.41,0,2421,0.0005,0.8313872022419431,0.0,0,0,electronics,mobile,US,False,0
30809,2141,49.18,20,2558,1,0,56.22,1,2691,0.0002,0.8747776591960157,0.0,0,1,restaurant,mobile,US,False,0
30810,6541,40.67,17,3425,2,0,33.73,1,3769,0.0,1.205751556477913,0.0,0,1,crypto,desktop,RU,False,0
30811,9271,38.42,6,3505,2,0,61.95,0,3631,0.0,0.6201775625504439,0.0,0,0,grocery,desktop,US,False,0
30812,4014,21.6,0,1786,2,1,38.55,0,2110,0.0159,0.5603112840466927,0.5,0,0,fashion,mobile,US,True,0
30813,9788,51.89,2,981,0,0,57.09,1,1340,0.0234,0.9089157470660361,0.0,0,1,electronics,mobile,IN,False,0
30814,6368,26.39,0,635,2,0,17.92,0,648,0.2285,1.47265625,0.0,0,0,electronics,tablet,US,False,0
30815,9585,108.72,3,2755,2,0,114.62,0,2870,0.0001,0.9485255627290176,0.0,0,0,restaurant,desktop,US,False,0
30816,2918,33.69,2,3452,2,1,41.52,0,3656,0.0,0.8114161849710981,0.5,0,0,travel,pos,BR,False,0
30817,6545,76.67,17,633,2,0,97.77,0,761,0.0306,0.7841873785414749,0.0,0,0,entertainment,pos,IN,False,0
30818,1584,41.75,22,1512,0,0,21.8,0,1788,0.0016,1.915137614678899,0.0,0,0,fashion,desktop,US,False,0
30819,9145,128.86,15,3016,3,0,132.32,1,3175,0.0,0.9738512696493351,0.0,0,1,utilities,desktop,GB,False,0
30820,3316,7.68,0,3091,0,0,11.57,0,3474,0.0,0.6637856525496975,0.0,0,0,grocery,mobile,US,False,0
30821,1582,94.47,4,790,4,0,50.46,0,1117,0.3639,1.8721759809750296,0.0,0,0,utilities,mobile,FR,False,0
30822,5241,29.06,15,1282,2,0,31.59,0,1501,0.0011,0.9199113643558088,0.0,0,0,restaurant,mobile,CA,False,0
30823,1669,36.71,15,1945,1,0,32.97,0,2193,0.0054,1.113436457385502,0.0,0,0,restaurant,desktop,US,False,0
30824,2799,58.37,18,2584,1,0,94.51,0,2799,0.0,0.6176066024759285,0.0,0,0,travel,mobile,CA,False,0
30825,3762,49.11,18,1846,1,0,52.04,0,1871,0.0024,0.9436971560338201,0.0,0,0,grocery,desktop,US,False,0
30826,1467,65.62,1,2320,0,0,41.32,0,2626,0.0004,1.5880929332042595,0.0,0,0,gambling,pos,US,False,0
30827,412,11.45,4,839,1,0,19.84,1,846,0.2843,0.5771169354838709,0.0,0,1,grocery,tablet,US,False,0
30828,3688,15.92,16,3435,1,0,27.43,0,3570,0.0,0.5803864382063434,0.0,0,0,gambling,mobile,US,False,0
30829,2070,51.83,23,1531,4,1,31.6,1,1928,0.011,1.6401898734177214,0.25,0,1,gambling,mobile,GB,False,0
30830,6711,70.42,2,1094,0,0,75.16,0,1350,0.0469,0.9369345396487494,0.0,0,0,gambling,mobile,US,False,0
30831,3,9.05,16,2390,1,1,8.24,1,2598,0.0009,1.0983009708737865,1.0,0,1,gambling,mobile,US,False,0
30832,6474,187.69,10,3483,2,0,104.75,1,3853,0.0,1.7917899761336515,0.0,0,1,travel,mobile,CN,False,0
30833,5392,156.68,21,606,3,1,123.44,0,839,0.0994,1.2692806221646145,0.3333333333333333,0,0,utilities,desktop,US,False,0
30834,5168,39.05,19,711,1,0,42.07,0,1027,0.1807,0.928214879961968,0.0,0,0,fashion,mobile,IN,True,0
30835,5008,137.6,16,3027,1,0,147.7,0,3204,0.0,0.9316181448882871,0.0,0,0,fashion,desktop,CN,False,0
30836,5380,31.37,0,1866,1,0,43.2,0,2013,0.0013,0.7261574074074074,0.0,0,0,grocery,mobile,NG,False,0
30837,4999,28.21,22,2477,2,0,39.75,1,2664,0.0002,0.709685534591195,0.0,0,1,fashion,tablet,US,False,0
30838,4405,74.43,20,954,3,0,44.73,0,1305,0.0301,1.6639839034205235,0.0,0,0,utilities,mobile,IN,False,0
30839,3329,200.7,2,1434,1,0,177.33,0,1807,0.012,1.131788191507359,0.0,0,0,grocery,desktop,US,False,0
30840,3565,160.49,14,2853,3,0,199.85,0,3085,0.0,0.8030522892169127,0.0,0,0,entertainment,desktop,GB,False,0
30841,962,210.12,0,1493,0,0,292.76,0,1503,0.002,0.7177210001366308,0.0,0,0,restaurant,mobile,US,False,0
30842,3891,71.26,4,2072,0,0,104.28,0,2381,0.0008,0.6833525124664366,0.0,0,0,travel,mobile,IN,False,0
30843,4845,171.29,17,2742,0,0,92.39,0,2793,0.0,1.8539885268968501,0.0,0,0,grocery,desktop,US,False,0
30844,7610,121.45,3,74,2,0,114.2,0,386,0.3816,1.0634851138353765,0.0,0,0,restaurant,desktop,US,False,1
30845,4321,50.03,15,2407,1,2,42.91,0,2803,0.001,1.1659286879515265,2.0,0,0,utilities,pos,CA,False,0
30846,7673,20.66,14,2601,2,0,25.25,0,2827,0.0,0.8182178217821783,0.0,0,0,restaurant,desktop,US,False,0
30847,7768,81.32,23,1693,0,0,49.81,0,1702,0.0022,1.6326038948002406,0.0,0,0,travel,desktop,CA,False,0
30848,3220,32.34,21,1579,0,0,25.49,0,1583,0.0006,1.268732836406434,0.0,0,0,grocery,desktop,US,False,0
30849,4893,273.88,5,213,2,0,193.75,1,515,0.4787,1.413574193548387,0.0,0,1,restaurant,mobile,US,False,0
30850,3211,48.87,7,3506,3,0,55.33,0,3537,0.0,0.883245978673414,0.0,0,0,crypto,desktop,DE,False,0
30851,718,120.19,17,1797,0,0,80.44,0,1942,0.0072,1.4941571357533565,0.0,0,0,fashion,desktop,FR,False,0
30852,8545,8.57,16,466,3,0,5.87,1,836,0.3858,1.4599659284497444,0.0,0,1,utilities,desktop,BR,False,1
30853,8184,87.11,19,2792,4,0,104.52,0,3008,0.0001,0.8334290088021432,0.0,0,0,restaurant,mobile,BR,False,0
30854,838,7.51,17,724,0,0,9.99,0,783,0.0154,0.7517517517517517,0.0,0,0,electronics,tablet,US,True,0
30855,6542,60.54,11,3503,0,0,47.16,1,3698,0.0,1.2837150127226464,0.0,0,1,gambling,mobile,US,False,0
30856,8446,26.43,21,1221,3,0,27.98,0,1354,0.1378,0.9446032880629021,0.0,0,0,grocery,desktop,US,False,0
30857,408,214.79,23,526,0,0,214.73,0,709,0.1004,1.0002794206678154,0.0,0,0,utilities,mobile,GB,False,0
30858,3855,26.48,18,1760,1,0,27.46,0,1966,0.0002,0.9643117261471231,0.0,0,0,utilities,mobile,US,False,0
30859,2426,84.15,20,2049,1,0,57.31,0,2201,0.0001,1.4683301343570059,0.0,0,0,entertainment,pos,US,False,0
30860,4703,251.55,20,1986,1,1,236.2,1,2235,0.0006,1.064987298899238,1.0,0,1,entertainment,mobile,CA,False,0
30861,1531,16.2,11,328,3,0,26.14,0,601,0.2841,0.6197398622800305,0.0,0,0,grocery,pos,CA,False,0
30862,344,11.45,0,1880,0,0,8.99,0,2130,0.0019,1.2736373748609564,0.0,0,0,electronics,mobile,CN,False,0
30863,213,37.22,3,2880,3,0,29.24,0,3223,0.0,1.2729138166894665,0.0,0,0,restaurant,mobile,US,False,0
30864,9487,23.33,7,1333,4,1,33.17,0,1729,0.0011,0.7033463973470002,0.25,0,0,fashion,mobile,GB,False,0
30865,666,17.34,19,2537,2,0,19.21,0,2635,0.0004,0.9026548672566371,0.0,0,0,entertainment,desktop,CA,False,0
30866,2161,57.24,12,2954,0,0,56.24,0,2981,0.0,1.0177809388335703,0.0,0,0,restaurant,mobile,US,False,0
30867,6253,39.33,1,1005,0,0,21.72,0,1170,0.1114,1.8107734806629834,0.0,0,0,crypto,mobile,US,False,0
30868,6381,36.28,23,1062,3,0,63.57,0,1137,0.0252,0.5707094541450369,0.0,0,0,crypto,mobile,RU,False,0
30869,952,12.2,10,1113,1,0,10.57,1,1164,0.1756,1.1542100283822136,0.0,0,1,fashion,desktop,IN,False,0
30870,5415,85.18,10,1136,1,0,127.56,0,1401,0.0395,0.6677641894010662,0.0,0,0,other,mobile,US,False,0
30871,4528,47.75,18,339,4,0,36.55,0,347,0.7064,1.3064295485636115,0.0,0,0,electronics,mobile,NG,False,0
30872,2217,300.52,15,1645,3,1,274.4,1,1662,0.008,1.0951895043731779,0.3333333333333333,0,1,fashion,mobile,US,False,0
30873,8034,6.38,20,915,0,0,9.59,0,1175,0.0016,0.6652763295099061,0.0,0,0,grocery,mobile,IN,False,0
30874,9673,23.34,8,3233,2,1,37.11,0,3464,0.0,0.6289409862570736,0.5,0,0,gambling,mobile,IN,False,0
30875,2918,22.26,0,3452,1,1,29.88,0,3656,0.0,0.7449799196787149,1.0,0,0,crypto,desktop,BR,False,0
30876,2056,80.03,9,1338,3,0,94.37,0,1384,0.0281,0.8480449295326904,0.0,0,0,restaurant,mobile,US,True,0
30877,3575,27.53,10,3479,1,0,24.11,0,3735,0.0,1.14184985483202,0.0,0,0,crypto,desktop,US,False,0
30878,8830,14.71,4,939,0,1,18.02,1,1283,0.2801,0.8163152053274141,0.0,0,1,travel,desktop,US,False,0
30879,7636,216.58,2,1022,3,1,274.78,0,1338,0.046,0.7881941917170101,0.3333333333333333,0,0,grocery,mobile,GB,False,0
30880,7482,71.8,21,771,5,0,107.27,0,774,0.0545,0.6693390509928219,0.0,0,0,grocery,pos,US,False,0
30881,9036,62.06,5,1090,1,0,86.31,0,1234,0.0122,0.719036032904646,0.0,0,0,entertainment,mobile,GB,False,0
30882,2304,15.8,8,3209,1,0,22.03,0,3497,0.0,0.7172038129822969,0.0,0,0,fashion,pos,US,False,0
30883,8636,56.81,10,2876,1,0,44.61,0,3010,0.0,1.2734812822237167,0.0,0,0,grocery,desktop,FR,False,0
30884,9185,41.47,13,3545,1,0,30.83,0,3586,0.0,1.3451183911774247,0.0,0,0,restaurant,mobile,NG,False,0
30885,6930,48.72,6,2743,3,0,74.24,0,3004,0.0,0.65625,0.0,0,0,electronics,mobile,US,False,0
30886,4017,33.49,11,989,0,0,28.74,0,1090,0.0143,1.165274878218511,0.0,0,0,restaurant,mobile,US,False,0
30887,9092,29.3,13,1004,0,0,21.93,1,1114,0.0409,1.3360693114455084,0.0,0,1,utilities,desktop,US,False,0
30888,362,109.85,17,3252,0,0,81.06,0,3515,0.0,1.355169010609425,0.0,0,0,entertainment,mobile,US,False,0
30889,2834,86.55,17,1992,3,0,159.77,0,2171,0.0026,0.5417162170620267,0.0,0,0,fashion,tablet,US,False,0
30890,952,11.39,8,1113,4,0,12.22,1,1164,0.0134,0.9320785597381342,0.0,0,1,other,desktop,IN,False,0
30891,3781,14.85,20,206,0,0,16.56,1,316,0.6052,0.8967391304347827,0.0,0,1,fashion,pos,US,False,0
30892,7390,32.69,20,2745,1,0,21.18,0,3062,0.0,1.5434372049102927,0.0,0,0,utilities,mobile,RU,False,0
30893,3970,12.94,14,2259,0,0,12.01,0,2385,0.0001,1.077435470441299,0.0,0,0,crypto,desktop,DE,True,0
30894,5547,13.47,13,563,0,1,14.04,0,834,0.1272,0.9594017094017095,0.0,0,0,grocery,mobile,CA,False,0
30895,4084,70.64,11,2875,0,0,82.32,0,2953,0.0,0.8581146744412051,0.0,0,0,restaurant,pos,US,False,0
30896,335,200.33,6,1680,4,0,287.21,0,1799,0.0072,0.6975035688172418,0.0,0,0,travel,mobile,US,False,0
30897,625,19.24,8,2206,2,1,12.62,0,2595,0.0036,1.5245641838351822,0.5,0,0,grocery,mobile,RU,True,0
30898,458,20.18,4,2315,2,0,14.16,0,2392,0.0001,1.4251412429378532,0.0,0,0,grocery,desktop,US,False,0
30899,8078,1.45,23,1383,1,0,2.6,2,1527,0.0536,0.5576923076923077,0.0,0,1,utilities,desktop,US,False,0
30900,823,37.71,7,499,3,0,33.97,0,542,0.1077,1.1100971445392995,0.0,0,0,travel,desktop,US,False,0
30901,3280,37.14,13,2664,1,0,59.72,0,2818,0.0,0.6219022103148024,0.0,0,0,restaurant,mobile,CA,False,0
30902,5526,18.83,4,367,2,1,17.52,0,468,0.7135,1.0747716894977168,0.5,0,0,restaurant,tablet,GB,False,0
30903,5304,14.78,10,1534,4,1,33.22,0,1622,0.0243,0.44491270319084886,0.25,0,0,fashion,mobile,US,False,0
30904,6141,68.67,20,1156,4,0,46.36,0,1167,0.0771,1.4812338222605694,0.0,0,0,restaurant,mobile,US,True,0
30905,5197,34.69,3,3420,0,0,50.39,0,3625,0.0,0.6884302440960508,0.0,0,0,fashion,pos,IN,False,0
30906,4876,59.27,9,2425,1,0,63.38,0,2568,0.0001,0.935153045124645,0.0,0,0,entertainment,desktop,GB,False,0
30907,6699,59.15,2,1203,1,0,52.56,0,1207,0.0337,1.1253805175038052,0.0,0,0,travel,tablet,FR,False,0
30908,2918,56.06,14,3452,1,1,41.94,0,3656,0.0,1.3366714353838818,1.0,0,0,gambling,desktop,BR,False,0
30909,4503,32.7,8,3641,3,0,35.73,0,3845,0.0,0.9151973131822,0.0,0,0,travel,mobile,US,False,0
30910,4276,33.73,15,2825,2,0,25.28,0,2918,0.0001,1.3342563291139238,0.0,0,0,entertainment,mobile,DE,False,0
30911,3484,82.27,2,843,0,0,120.87,0,987,0.0193,0.6806486307603209,0.0,0,0,travel,mobile,US,False,0
30912,9969,82.3,0,894,2,0,86.62,0,1289,0.0159,0.9501269914569382,0.0,0,0,electronics,mobile,GB,False,0
30913,9037,38.78,11,2253,2,0,44.79,0,2379,0.0002,0.8658182630051351,0.0,0,0,grocery,desktop,US,False,0
30914,6744,311.22,13,133,3,0,26.64,0,352,0.8908,11.682432432432433,0.0,0,0,grocery,mobile,CA,False,1
30915,7374,43.68,23,1271,0,1,55.61,0,1583,0.13,0.7854702391656176,0.0,0,0,gambling,mobile,US,False,0
30916,8724,89.79,20,1978,4,0,53.7,0,2156,0.0085,1.6720670391061452,0.0,0,0,other,mobile,BR,False,0
30917,3520,152.85,23,3365,1,0,105.7,0,3462,0.0,1.446073793755913,0.0,0,0,grocery,pos,CN,True,0
30918,5245,73.29,9,1282,3,0,52.9,0,1463,0.0341,1.385444234404537,0.0,0,0,gambling,desktop,IN,False,0
30919,3476,80.41,6,789,0,0,49.77,0,1027,0.1615,1.615631906771147,0.0,0,0,travel,mobile,CA,False,0
30920,8922,35.15,23,1537,1,0,43.91,0,1887,0.0031,0.8005010248235026,0.0,0,0,gambling,desktop,US,False,0
30921,6062,2.05,22,2884,1,0,3.46,0,3120,0.0,0.5924855491329479,0.0,0,0,fashion,mobile,US,False,0
30922,5578,29.47,4,3413,1,0,35.64,0,3629,0.0,0.8268799102132435,0.0,0,0,grocery,mobile,US,False,0
30923,4457,74.87,0,2158,1,0,61.06,1,2499,0.0021,1.2261709793645594,0.0,0,1,entertainment,mobile,US,False,0
30924,5692,47.54,9,2146,0,2,38.66,0,2256,0.0063,1.2296947749612004,0.0,0,0,crypto,tablet,US,False,0
30925,2901,71.14,17,1853,0,3,69.25,0,1898,0.0187,1.0272924187725632,0.0,0,0,electronics,pos,US,False,0
30926,5076,141.67,15,1378,3,0,179.89,0,1707,0.0033,0.7875368280615932,0.0,0,0,other,desktop,CA,False,0
30927,2057,4.39,8,2682,1,0,5.64,0,2909,0.0,0.7783687943262412,0.0,0,0,electronics,mobile,US,False,0
30928,2402,85.04,5,2068,3,1,154.57,0,2270,0.0004,0.550171443358996,0.3333333333333333,0,0,grocery,mobile,FR,False,0
30929,1810,14.44,16,3502,2,0,15.0,1,3687,0.0,0.9626666666666667,0.0,0,1,grocery,pos,BR,False,0
30930,1954,50.95,15,1698,3,0,49.78,0,2000,0.0011,1.0235034150261149,0.0,0,0,grocery,mobile,RU,False,0
30931,4723,94.89,6,3450,4,0,55.58,0,3739,0.0,1.7072688017272402,0.0,0,0,utilities,mobile,DE,False,0
30932,597,43.12,22,2115,0,1,56.53,0,2241,0.0,0.7627808243410578,0.0,0,0,grocery,tablet,US,False,0
30933,3273,29.7,13,2382,1,0,35.68,0,2577,0.0009,0.8323991031390134,0.0,0,0,electronics,desktop,IN,False,0
30934,4744,107.97,12,1194,2,0,60.83,0,1530,0.0064,1.774946572414927,0.0,0,0,travel,desktop,US,False,0
30935,1493,8.73,20,107,3,0,14.94,0,108,0.152,0.5843373493975904,0.0,0,0,restaurant,pos,US,False,0
30936,3493,139.55,1,1357,1,0,100.67,2,1503,0.0282,1.386212377073607,0.0,0,1,other,desktop,BR,False,0
30937,5417,153.94,14,1287,1,0,205.65,0,1516,0.1113,0.748553367371748,0.0,0,0,entertainment,mobile,IN,True,0
30938,9067,117.74,9,3130,2,0,83.19,0,3250,0.0,1.4153143406659454,0.0,0,0,crypto,tablet,US,False,0
30939,3179,61.06,9,787,0,0,62.55,0,918,0.1203,0.9761790567545964,0.0,0,0,travel,desktop,US,False,0
30940,54,251.2,3,1704,0,0,144.06,2,1877,0.0086,1.7437178953213937,0.0,0,1,restaurant,desktop,US,False,0
30941,6741,92.09,1,9,2,0,63.67,0,141,0.3483,1.446364064708654,0.0,0,0,grocery,tablet,DE,False,0
30942,9606,47.17,17,169,1,0,30.7,0,444,0.1029,1.5364820846905538,0.0,0,0,grocery,tablet,CA,False,1
30943,9887,80.53,16,2297,2,1,46.0,0,2419,0.0061,1.7506521739130434,0.5,0,0,entertainment,mobile,US,False,0
30944,4576,41.12,4,2790,1,0,31.52,1,2836,0.0002,1.3045685279187818,0.0,0,1,gambling,mobile,US,False,0
30945,1762,114.15,5,1494,1,0,33.54,0,1618,0.0083,3.403398926654741,0.0,0,0,entertainment,mobile,US,False,0
30946,6734,134.15,7,2534,1,0,138.87,0,2581,0.0001,0.9660113775473465,0.0,0,0,entertainment,mobile,US,False,0
30947,8055,121.43,16,2547,0,0,123.11,0,2558,0.0001,0.9863536674518724,0.0,0,0,grocery,desktop,US,False,0
30948,5525,101.87,10,2239,1,1,22.84,0,2538,0.0002,4.46015761821366,1.0,0,0,other,mobile,GB,False,0
30949,3448,113.79,19,2057,2,0,135.68,0,2108,0.0009,0.8386645047169812,0.0,0,0,travel,desktop,US,False,0
30950,3297,549.13,1,773,0,0,63.87,0,1148,0.2768,8.59762016596211,0.0,0,0,utilities,tablet,US,False,0
30951,4352,60.0,0,2066,1,0,72.49,0,2068,0.0003,0.8277003724651677,0.0,0,0,grocery,mobile,DE,False,0
30952,2037,32.75,14,2131,2,0,21.39,0,2336,0.0014,1.5310892940626462,0.0,0,0,other,desktop,US,False,0
30953,4203,30.19,3,1256,0,0,54.28,0,1579,0.0023,0.5561901252763449,0.0,0,0,grocery,mobile,NG,False,0
30954,8214,12.51,13,2599,1,0,17.84,0,2679,0.0001,0.7012331838565022,0.0,0,0,fashion,mobile,US,False,0
30955,5512,40.47,8,2911,1,0,51.07,0,3274,0.0001,0.7924417466222831,0.0,0,0,entertainment,mobile,CA,False,0
30956,2540,48.52,4,1802,2,0,87.45,0,1813,0.0016,0.5548313321898227,0.0,0,0,crypto,mobile,GB,False,0
30957,6970,219.4,22,2555,0,0,18.48,0,2864,0.0019,11.872294372294371,0.0,0,0,restaurant,desktop,US,False,0
30958,3425,96.43,16,2227,2,0,9.77,0,2580,0.0076,9.870010235414535,0.0,0,0,restaurant,mobile,US,False,0
30959,1863,68.81,3,3095,1,0,75.5,0,3351,0.0,0.9113907284768212,0.0,0,0,utilities,tablet,BR,False,0
30960,512,75.07,15,2723,0,0,47.65,0,3073,0.0,1.575445960125918,0.0,0,0,travel,mobile,FR,False,0
30961,8668,144.49,6,1731,3,0,88.96,0,1976,0.0119,1.624213129496403,0.0,0,0,utilities,mobile,NG,False,0
30962,5587,34.14,16,818,0,0,33.03,0,1139,0.0846,1.033605812897366,0.0,0,0,utilities,mobile,US,False,0
30963,302,36.8,22,3016,2,0,30.07,0,3279,0.0002,1.2238111074160292,0.0,0,0,entertainment,mobile,CA,False,0
30964,4879,9.05,13,2452,2,0,11.56,0,2620,0.0003,0.7828719723183392,0.0,0,0,travel,mobile,US,False,0
30965,2846,353.72,2,1666,0,0,84.08,0,1933,0.0036,4.206945765937203,0.0,0,0,entertainment,pos,US,False,0
30966,2607,19.66,5,1944,1,0,15.58,1,2185,0.012,1.2618741976893453,0.0,0,1,restaurant,tablet,GB,False,0
30967,9252,45.9,13,2274,3,0,35.26,0,2554,0.0007,1.3017583664208736,0.0,0,0,entertainment,desktop,US,False,0
30968,9583,99.07,21,2977,0,0,99.42,0,3310,0.0,0.996479581573124,0.0,0,0,grocery,pos,US,False,0
30969,7367,19.58,4,2656,2,0,12.65,1,2779,0.0004,1.5478260869565215,0.0,0,1,travel,mobile,IN,False,0
30970,2470,47.97,21,782,2,0,39.58,0,922,0.0147,1.2119757453259221,0.0,0,0,entertainment,mobile,US,False,0
30971,982,28.49,23,2563,0,0,48.19,0,2688,0.0001,0.5912014940859099,0.0,0,0,travel,desktop,US,False,0
30972,556,13.31,16,1842,0,0,15.92,0,2129,0.0003,0.8360552763819096,0.0,0,0,fashion,mobile,IN,False,0
30973,494,11.3,0,2202,3,0,15.67,0,2405,0.0009,0.7211231652839821,0.0,0,0,travel,desktop,US,False,0
30974,9735,10.55,1,1455,0,0,18.4,0,1579,0.0086,0.5733695652173914,0.0,0,0,fashion,mobile,GB,False,0
30975,1746,34.06,5,3575,1,0,31.75,0,3622,0.0,1.072755905511811,0.0,0,0,restaurant,mobile,IN,False,0
30976,7275,13.04,1,268,0,0,14.1,0,565,0.2334,0.924822695035461,0.0,0,0,other,pos,BR,True,0
